cim	fajta	lap	szakasz	sor	mit
0x0083d53b	adat	picasa-kollazs-felulet.md	47. 10/b.1 A „Kötelező a kijelölés" párbeszéd — eddig sehol	2086	darabszám pontosan a várt-e (\`utasítás ecx, 2\` → \`0x0083d53b\`), és megvan-e a
0x0083d547	?	picasa-kollazs-felulet.md	47. 10/b.1 A „Kötelező a kijelölés" párbeszéd — eddig sehol	2087	csomópont (\`0x0083d547\`).
0x0083d599	?	picasa-create-features.md	17. 1.9 Az elrendezés-algoritmusok — DEKOMPILÁLVA (2026-08-13)	1549	\`[téma+0x54] = a kijelölt kép azonosítója\` (\`0x0083d599\`–\`0x0083d59d\`),
0x0083d59d	?	picasa-create-features.md	17. 1.9 Az elrendezés-algoritmusok — DEKOMPILÁLVA (2026-08-13)	1549	\`[téma+0x54] = a kijelölt kép azonosítója\` (\`0x0083d599\`–\`0x0083d59d\`),
0x0083d5ad	?	picasa-kollazs-felulet.md	47. 10/b.1 A „Kötelező a kijelölés" párbeszéd — eddig sehol	2078	üzenetet dob (\`0x0083d5ad\`–\`0x0083d5ec\`):
0x0083d5ec	?	picasa-kollazs-felulet.md	47. 10/b.1 A „Kötelező a kijelölés" párbeszéd — eddig sehol	2078	üzenetet dob (\`0x0083d5ad\`–\`0x0083d5ec\`):
0x0083d610	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	57	\| \`tab1\` / \`tab2\` \| \`0x0083d610\` / \`0x0083d670\` \| lapváltás \|
0x0083d670	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	57	\| \`tab1\` / \`tab2\` \| \`0x0083d610\` / \`0x0083d670\` \| lapváltás \|
0x0083d730	?	kollazs-eletciklus.md	128. 28.4 A pásztázások és a kontrolljuk	2887	A \`byte\`-ként írók (\`0x0083d730\`, \`0x0087b4a0\`, \`0x0088ac30\`, \`0x0088db10\`,
0x0083d730	?	kollazs-eletciklus.md	145. 31.3 A „`+0x24`-et olvas ÉS `+0x2c`-t ír" pásztázás — NEGATÍV	3220	\`0x008921a0\`, \`0x0083d730\`, \`0x0084c7b0\`) a \`+0x2c\`-be **egészet** ír.
0x0083d730	?	kollazs-eletciklus.md	203. 40.2 ⭐ A kezelő-lánc — a sztring HÁROM hivatkozója	4147	0x0082d441 utasítás 0x0083d730 ; ← a PARANCS VÉGREHAJTÓJA
0x0083d730	adat	picasa-kollazs-felulet.md	22. 5.5 A `collage_adapt` lépés — MEGFEJTVE (2026-08-18)	1013	sztring-összehasonlítás) és a **\`0x0083d730\`**-ra irányítja.
0x0083d730	konstans	picasa-kollazs-felulet.md	28. 9.0 A modell számai — a kollázs 1024 egység széles (2026-08-18)	1238	\`0x0083d730\` \`1/1024\`-gyel szorozza (\`0xcf3f68 = 0.0009765625\`), az
0x0083d730	?	picasa-kollazs-felulet.md	52. 12. A hét nyitott kérdés — 2026-08-18-i elszámolás	2164	\| 5 \| a \`collage_adapt\` lépés \| **LEZÁRVA** — névvel küldött parancs → \`0x0083d730\` \| 5.5 \|
0x0083d74d	?	kollazs-eletciklus.md	205. 40.4 A 26.4 ítélete a `FUN_0083d730`-ról ÁLL — most pozitív okkal	4178	\| B \| \`+0x40\` · \`+0x44\` · \`+0x48\` · \`+0x49\` · \`+0x4a\` · \`+0x4c\` \| \`0x0083d74d\`–\`0x0083d76a\` \|
0x0083d76a	?	kollazs-eletciklus.md	205. 40.4 A 26.4 ítélete a `FUN_0083d730`-ról ÁLL — most pozitív okkal	4178	\| B \| \`+0x40\` · \`+0x44\` · \`+0x48\` · \`+0x49\` · \`+0x4a\` · \`+0x4c\` \| \`0x0083d74d\`–\`0x0083d76a\` \|
0x0083d788	függvény	kollazs-eletciklus.md	204. 40.3 ⭐ A végrehajtó megépíti az 1024-es EGYSÉGET	4152	\`FUN_0083d730\` (1215 b), \`0x0083d788\`–\`0x0083d7b8\`:
0x0083d792	?	kollazs-eletciklus.md	206. 40.5 A KÖVETKEZŐ lépés, megnevezve	4187	végig (\`0x0083d792\`–\`0x0083d7d7\`): hol szorozzák/osztják vele, és eljut-e
0x0083d7b8	függvény	kollazs-eletciklus.md	204. 40.3 ⭐ A végrehajtó megépíti az 1024-es EGYSÉGET	4152	\`FUN_0083d730\` (1215 b), \`0x0083d788\`–\`0x0083d7b8\`:
0x0083d7b8	függvény	kollazs-eletciklus.md	208. 41.1 A ciklus törzse, utasításonként	4203	A lapegység **kétszer** szerepel a függvényben: \`0x0083d7b8\` (előállítás)
0x0083d7d7	?	kollazs-eletciklus.md	206. 40.5 A KÖVETKEZŐ lépés, megnevezve	4187	végig (\`0x0083d792\`–\`0x0083d7d7\`): hol szorozzák/osztják vele, és eljut-e
0x0083d830	?	kollazs-eletciklus.md	208. 41.1 A ciklus törzse, utasításonként	4204	és \`0x0083d830\` (felhasználás) — más sehol.
0x0083d836	?	kollazs-eletciklus.md	208. 41.1 A ciklus törzse, utasításonként	4209	0x0083d836 [esp+0x20] = A × U
0x0083d84c	?	kollazs-eletciklus.md	208. 41.1 A ciklus törzse, utasításonként	4210	0x0083d84c [esp+0x18] = U × B
0x0083d856	?	kollazs-eletciklus.md	208. 41.1 A ciklus törzse, utasításonként	4211	0x0083d856 h = [esp+0x44] − [esp+0x3c] ; a téglalap egyik oldala
0x0083d86a	?	kollazs-eletciklus.md	208. 41.1 A ciklus törzse, utasításonként	4212	0x0083d86a ecx = (int)( h × (U × B) ) ; csonkolva (utasítás eax,0xc00)
0x0083d87e	?	kollazs-eletciklus.md	208. 41.1 A ciklus törzse, utasításonként	4213	0x0083d87e w = [esp+0x40] − [esp+0x38] ; a másik oldal
0x0083d89c	?	kollazs-eletciklus.md	208. 41.1 A ciklus törzse, utasításonként	4214	0x0083d89c eax = (int)( w × (A × U) )
0x0083d8b0	?	kollazs-eletciklus.md	208. 41.1 A ciklus törzse, utasításonként	4215	0x0083d8b0 eax = MAX(eax, ecx) ; a NAGYOBB oldal képpontban
0x0083d8c0	konstans	kollazs-eletciklus.md	209. 41.2 ⭐ És a MAX-ból BÉLYEGKÉP-SZINT lesz	4221	0x0083d8c0 esi = 0
0x0083d8d1	?	kollazs-eletciklus.md	209. 41.2 ⭐ És a MAX-ból BÉLYEGKÉP-SZINT lesz	4223	0x0083d8d1 … majd a panel [+0x270] objektumán utasítás 0x008366c0
0x0083dbc6	?	kollazs-eletciklus.md	205. 40.4 A 26.4 ítélete a `FUN_0083d730`-ról ÁLL — most pozitív okkal	4177	\| A \| \`+0x2c\` · \`+0x30\` · \`+0x34\` · \`+0x35\` · \`+0x36\` · \`+0x3c\` \| \`0x0083dbc6\`–\`0x0083dbe5\` \|
0x0083dbc6	?	kollazs-eletciklus.md	297. 57.2 ⛳ A `+0x2c` írói a dokumentum tömbjén át — ÖT hely, egyik sem számol	5799	\| \`0x00837a46\` · \`0x0083dbc6\` \| **hamis pozitív** — az előzmény \`[esp+0x48]\`, verem \|
0x0083dbe5	?	kollazs-eletciklus.md	205. 40.4 A 26.4 ítélete a `FUN_0083d730`-ról ÁLL — most pozitív okkal	4177	\| A \| \`+0x2c\` · \`+0x30\` · \`+0x34\` · \`+0x35\` · \`+0x36\` · \`+0x3c\` \| \`0x0083dbc6\`–\`0x0083dbe5\` \|
0x0083dbf0	?	picasa-kollazs-felulet.md	34. 9.2/b Az automentés és a HELYREÁLLÍTÁS (2026-08-18)	1632	**háttérfeladatként** fut, „**CollageAutosave**" néven: a \`0x0083dbf0\`
0x0083dd76	?	kollazs-eletciklus.md	229. 45.3 ⭐ Az autosave-szál dokumentuma a `[+0x48]`-ra kerül — a kör bezárul	4506	0x0083dd76 utasítás esi, [edi + 0x48] ; CÉL
0x0083dd79	?	kollazs-eletciklus.md	229. 45.3 ⭐ Az autosave-szál dokumentuma a `[+0x48]`-ra kerül — a kör bezárul	4507	0x0083dd79 utasítás dword ptr [edi], 0xcbfed0 ; CAutosaveCollageThread::vftable (rtti)
0x0083dd7f	függvény	kollazs-eletciklus.md	228. 45.2 A kilenc hívási hely	4491	\| \`0x0083dd7f\` \| \`FUN_0083dbf0\` \| \`[esp+0x18]\` \| **\`[edi+0x48]\`** \|
0x0083dd7f	?	kollazs-eletciklus.md	229. 45.3 ⭐ Az autosave-szál dokumentuma a `[+0x48]`-ra kerül — a kör bezárul	4508	0x0083dd7f utasítás 0x00839200 ; a dokumentum bemásolása
0x0083de20	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	53	\| \`collagepanel/view_and_edit\` \| \`0x0083de20\` \| a kijelölt kép megnyitása a könyvtárban \|
0x0083df40	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	37	\| \`collagepanel/delete_custom_aspect\` \| \`0x0083df40\` → \`0x007cb7b0\` \| egyéni oldalarány törlése a \`Preferen…
0x0083df40	?	picasa-kollazs-felulet.md	25. 7. Az oldalformátum-lista	1164	törli a \`Preferences\AspectRatios\`-ból (\`0x0083df40\` → \`0x007cb7b0\`).
0x0083dfa0	?	kollazs-eletciklus.md	129. 28.5 A KÖVETKEZŐ lépés, megnevezve	2907	\`0x00833920\` · \`0x00833cf0\` · \`0x008342b0\` · \`0x0083dfa0\` · \`0x0083e280\` ·
0x0083dfa0	?	kollazs-eletciklus.md	145. 31.3 A „`+0x24`-et olvas ÉS `+0x2c`-t ír" pásztázás — NEGATÍV	3223	a \`+0x48\`-as vektor másolása a \`0x0083dfa0\`-val); a \`+0x2c\` ott
0x0083dfa0	?	kollazs-eletciklus.md	168. 34.5 Hol tart a K1 — és a maradék EGYETLEN szerkezeti tölcsér	3613	(\`0x00833920\` · \`0x00833cf0\` · \`0x008342b0\` · \`0x0083dfa0\` · \`0x0083e280\` ·
0x0083e030	függvény	kollazs-eletciklus.md	347. 65.2 ⭐ MEGVAN a hiányzó láncszem: a vektor NÖVELÉSE	6658	**\`FUN_0083dfa0\`** (736 b), \`0x0083e030\`-tól:
0x0083e030	?	kollazs-eletciklus.md	347. 65.2 ⭐ MEGVAN a hiányzó láncszem: a vektor NÖVELÉSE	6661	0x0083e030 utasítás edx, 0x38 · mul ; n × 56
0x0083e040	adat	kollazs-eletciklus.md	347. 65.2 ⭐ MEGVAN a hiányzó láncszem: a vektor NÖVELÉSE	6662	0x0083e040 utasítás ecx, 4 ; + 4 (a darabszám fejléc)
0x0083e04b	?	kollazs-eletciklus.md	347. 65.2 ⭐ MEGVAN a hiányzó láncszem: a vektor NÖVELÉSE	6663	0x0083e04b utasítás 0xc0769f ; foglalás
0x0083e05b	?	kollazs-eletciklus.md	347. 65.2 ⭐ MEGVAN a hiányzó láncszem: a vektor NÖVELÉSE	6664	0x0083e05b utasítás ebx, [eax + 4] ; az ELEMEK itt kezdődnek
0x0083e05e	?	kollazs-eletciklus.md	347. 65.2 ⭐ MEGVAN a hiányzó láncszem: a vektor NÖVELÉSE	6666	0x0083e05e utasítás 0x833cd0 · utasítás 0x38
0x0083e063	adat	kollazs-eletciklus.md	347. 65.2 ⭐ MEGVAN a hiányzó láncszem: a vektor NÖVELÉSE	6665	0x0083e063 mov [eax], ebp ; a darabszám a fejlécbe
0x0083e06b	?	kollazs-eletciklus.md	347. 65.2 ⭐ MEGVAN a hiányzó láncszem: a vektor NÖVELÉSE	6667	0x0083e06b utasítás 0x4010e0 ; alap-ktorral MEGÉPÍTI
0x0083e098	függvény	kollazs-eletciklus.md	171. 35.2 A tizenöt hívási hely — a FORRÁS mindig TÖMBELEM	3662	\`0x0083447c\` (\`FUN_008342b0\`), \`0x0083e098\` · \`0x0083e1f8\` · \`0x0083e266\`
0x0083e1f8	függvény	kollazs-eletciklus.md	171. 35.2 A tizenöt hívási hely — a FORRÁS mindig TÖMBELEM	3662	\`0x0083447c\` (\`FUN_008342b0\`), \`0x0083e098\` · \`0x0083e1f8\` · \`0x0083e266\`
0x0083e266	függvény	kollazs-eletciklus.md	171. 35.2 A tizenöt hívási hely — a FORRÁS mindig TÖMBELEM	3662	\`0x0083447c\` (\`FUN_008342b0\`), \`0x0083e098\` · \`0x0083e1f8\` · \`0x0083e266\`
0x0083e280	?	kollazs-eletciklus.md	129. 28.5 A KÖVETKEZŐ lépés, megnevezve	2907	\`0x00833920\` · \`0x00833cf0\` · \`0x008342b0\` · \`0x0083dfa0\` · \`0x0083e280\` ·
0x0083e280	?	kollazs-eletciklus.md	168. 34.5 Hol tart a K1 — és a maradék EGYETLEN szerkezeti tölcsér	3613	(\`0x00833920\` · \`0x00833cf0\` · \`0x008342b0\` · \`0x0083dfa0\` · \`0x0083e280\` ·
0x0083e368	függvény	kollazs-eletciklus.md	171. 35.2 A tizenöt hívási hely — a FORRÁS mindig TÖMBELEM	3663	(\`FUN_0083dfa0\`), \`0x0083e368\` · \`0x0083e4c8\` (\`FUN_0083e280\`),
0x0083e4c8	függvény	kollazs-eletciklus.md	171. 35.2 A tizenöt hívási hely — a FORRÁS mindig TÖMBELEM	3663	(\`FUN_0083dfa0\`), \`0x0083e368\` · \`0x0083e4c8\` (\`FUN_0083e280\`),
0x0083e560	?	kollazs-eletciklus.md	129. 28.5 A KÖVETKEZŐ lépés, megnevezve	2908	\`0x0083e560\` · \`0x0087b4a0\` · \`0x0087dcd0\` · \`0x0087e960\` · \`0x00880580\` ·
0x0083e560	?	kollazs-eletciklus.md	168. 34.5 Hol tart a K1 — és a maradék EGYETLEN szerkezeti tölcsér	3614	\`0x0083e560\` · \`0x0087b4a0\` · \`0x0087dcd0\` · \`0x0087e960\` · \`0x00880580\` ·
0x0083e648	függvény	kollazs-eletciklus.md	171. 35.2 A tizenöt hívási hely — a FORRÁS mindig TÖMBELEM	3664	\`0x0083e648\` · \`0x0083e749\` (\`FUN_0083e560\`), \`0x00833afc\` · \`0x00833b54\`
0x0083e749	függvény	kollazs-eletciklus.md	171. 35.2 A tizenöt hívási hely — a FORRÁS mindig TÖMBELEM	3664	\`0x0083e648\` · \`0x0083e749\` (\`FUN_0083e560\`), \`0x00833afc\` · \`0x00833b54\`
0x0083ea00	?	picasa-menu-parancsok-viselkedes.md	155. 43.2 ⭐ A gyorscímke-beállító TÍZ helyet ad — nálunk is (LEZÁRVA)	2823	szövegmező.
0x0083ea00	?	picasa-menu-parancsok-viselkedes.md	155. 43.2 ⭐ A gyorscímke-beállító TÍZ helyet ad — nálunk is (LEZÁRVA)	2835	Tárolás (\`0x0063a5e0\`, \`0x0083ea00\`): a \`Preferences\` ág
0x0083efa2	?	picasa-menu-parancsok-viselkedes.md	155. 43.2 ⭐ A gyorscímke-beállító TÍZ helyet ad — nálunk is (LEZÁRVA)	2827	0x0083efa2 utasítás eax, 0xa ; 10 hely
0x00841550	?	picasa-create-features.md	8. 1.6/b A `theme` és a szegély azonosítói — MEGVANNAK a binárisból (2026-08-13)	226	(\`0x00829df0\`, \`0x0082e8b0\`, \`0x00841550\` — mindhárom ugyanazt a sorrendet
0x00841570	?	kollazs-eletciklus.md	291. 56.3 ⛳ A kör kérdésére a válasz: NINCS `contactsheet`-kapu	5671	\`0x00841570\`–\`0x00841795\` blokk mind a hatot végigpróbálja, majd
0x00841795	?	kollazs-eletciklus.md	291. 56.3 ⛳ A kör kérdésére a válasz: NINCS `contactsheet`-kapu	5671	\`0x00841570\`–\`0x00841795\` blokk mind a hatot végigpróbálja, majd
0x00841795	?	kollazs-eletciklus.md	291. 56.3 ⛳ A kör kérdésére a válasz: NINCS `contactsheet`-kapu	5672	ismeretlen témánál **\`picturepile\`-ra esik vissza** (\`0x00841795\`).
0x00841795	?	kollazs-eletciklus.md	291. 56.3 ⛳ A kör kérdésére a válasz: NINCS `contactsheet`-kapu	5681	\`0x00841795\` visszaesés) — **fájlból betöltött** \`picturepile\`-nál a
0x00841860	?	picasa-create-features.md	17. 1.9 Az elrendezés-algoritmusok — DEKOMPILÁLVA (2026-08-13)	1009	igazítva (\`0x00841860\`), és egymásra keveredik (\`0x00409ea0\` \`1.0f, 1.0f\`
0x00841920	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	46	\| \`collagepanel/move_top\` \| \`0x008419b0\`+\`0x00841920\` → \`0x0083ab30\` \| legfelülre \|
0x00841920	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	49	\| \`collagepanel/move_bottom\` \| \`0x008419b0\`+\`0x00841920\` → \`0x0083ab30\` \| legalulra \|
0x008419b0	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	46	\| \`collagepanel/move_top\` \| \`0x008419b0\`+\`0x00841920\` → \`0x0083ab30\` \| legfelülre \|
0x008419b0	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	49	\| \`collagepanel/move_bottom\` \| \`0x008419b0\`+\`0x00841920\` → \`0x0083ab30\` \| legalulra \|
0x008419e0	?	kollazs-eletciklus.md	9. 3.5 A „PISZKOZAT" felirat	164	(\`0x0068a6a0\`) ÉS a helyreállító ág (\`0x008419e0\`) is hívja** — a
0x008419e0	?	kollazs-eletciklus.md	24. 8.3 A `0xFF3F3F3F` és a `480` — MEGFEJTVE: MÁSIK helykitöltőé	445	**Az árva-ág paraméterei** (\`0x008419e0\`, \`collage::recoveredautosave\`):
0x008419e0	?	kollazs-eletciklus.md	80. 20.4 A `picturepile`-specifikus BETÖLTÉSI szorzás — ÚJ, és nem látszik a mintákon	1913	(kollázspanel), \`0x008419e0\` (automatikus mentés / „Recovered Autosave"),
0x008419e0	?	picasa-kollazs-felulet.md	34. 9.2/b Az automentés és a HELYREÁLLÍTÁS (2026-08-18)	1646	belépő) hívja a \`0x008419e0\`-t.
0x00841ab2	?	picasa-kollazs-felulet.md	34. 9.2/b Az automentés és a HELYREÁLLÍTÁS (2026-08-18)	1651	(\`0x00842048\`).
0x00841b65	?	picasa-kollazs-felulet.md	34. 9.2/b Az automentés és a HELYREÁLLÍTÁS (2026-08-18)	1648	névre (\`0x00841b65\`), ugyanazzal a \`"%s%lu"\` egyedivé tevővel
0x00841bb8	?	picasa-kollazs-felulet.md	34. 9.2/b Az automentés és a HELYREÁLLÍTÁS (2026-08-18)	1649	(\`0x00993030\`, \`0x00841bb8\`) — tehát ütközéskor „Helyreállított
0x00841d44	?	picasa-kollazs-felulet.md	34. 9.2/b Az automentés és a HELYREÁLLÍTÁS (2026-08-18)	1651	(\`0x00842048\`).
0x00842048	?	picasa-kollazs-felulet.md	34. 9.2/b Az automentés és a HELYREÁLLÍTÁS (2026-08-18)	1651	(\`0x00842048\`).
0x008420db	függvény	kollazs-eletciklus.md	228. 45.2 A kilenc hívási hely	4492	\| \`0x008420db\` \| \`FUN_008419e0\` (\`Recovered Autosave\`) \| \`[esp+0xb8]\` \| verem \|
0x008421a0	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1440	\`0x008421a0\`: az automentés-állapot takarítása (\`collage::lastautosave\`).
0x008421a0	?	picasa-kollazs-felulet.md	34. 9.2/b Az automentés és a HELYREÁLLÍTÁS (2026-08-18)	1636	→ \`0x0097ae70\` leállítás), siker után a \`0x008421a0\` takarít
0x00843a30	függvény	00-index.md	27. [biztonsagi-mentes.md](biztonsagi-mentes.md) — ✅ nincs nyitott kérdés (2026-09-05: az utolsó blokkolt tétel lezárult)	928	(\`0x00693bfc\`).
0x00843a30	?	biztonsagi-mentes.md	38. 13.2 A két név EGY helyről jön — testvérfüggvény-pár	915	\| \`0x00843a30\` (94 b) \| **\`files.txt\`** \| \`utasítás 0xcc17c4\` = \`"txt"\` · \`utasítás 0xc89a00\` = \`"files…
0x00843a90	?	00-index.md	27. [biztonsagi-mentes.md](biztonsagi-mentes.md) — ✅ nincs nyitott kérdés (2026-09-05: az utolsó blokkolt tétel lezárult)	929	\`0x00843a90\`), és **ugyanaz a virtuális metódus** írja mindkét fájlt
0x00843a90	?	biztonsagi-mentes.md	38. 13.2 A két név EGY helyről jön — testvérfüggvény-pár	916	\| \`0x00843a90\` (94 b) \| **\`PicasaManifest.xml\`** \| \`utasítás 0xc9134c\` = \`"xml"\` · \`utasítás 0xcc17d0\` =…
0x00843a90	?	picasa-create-features.md	49. A visszaállítás ÖNÁLLÓ program, jegyzékfájllal	3133	**\`PicasaManifest\`** (\`0x00843a90\`, \`0x00844e40\`).
0x00843af0	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	945	\| \`0x008449ba\` + \`0x008449c7\` \| \`# platform: %s %s\` + \`\n\` \| \`Windows\` + a verzió (\`0x00843af0\`; a tar…
0x00843af0	?	biztonsagi-mentes.md	41. 13.5 A `PicasaManifest.xml` NYELVTANA	1048	\| \`0x00843af0\` \| a \`platform\` értéke: \`"Windows"\`, tartalék \`"???"\`, a verzió elválasztója \`_\` \|
0x008447b0	?	00-index.md	3. [ui-audit-editor.md](ui-audit-editor.md) — ✅ nincs nyitott kérdés (a #2061 2026-09-04-én LEZÁRULT; a fejléc 2026-09-05-ig elavult volt)	101	⭐ **2026-09-06 (12.
0x008447b0	?	00-index.md	27. [biztonsagi-mentes.md](biztonsagi-mentes.md) — ✅ nincs nyitott kérdés (2026-09-05: az utolsó blokkolt tétel lezárult)	927	\`0x008447b0\`, \`"w"\` módban; a **mentés-ág feliratot ír, \`ft,\` sort nem**
0x008447b0	függvény	biztonsagi-mentes.md	12. 7. Nyitott kérdések mérlege	223	\| **mi a \`files.txt\` TARTALMA** \| **LEZÁRVA (2026-09-04)** — teljes nyelvtan a 13.3-ban: \`#\`-es fejléc (\`# Cre…
0x008447b0	?	biztonsagi-mentes.md	38. 13.2 A két név EGY helyről jön — testvérfüggvény-pár	920	ugyanez a metódus hívja a két **írót** is (\`0x00693c09\` → \`0x008447b0\`;
0x008447b0	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	930	### 13.3 A \`files.txt\` NYELVTANA — író: \`0x008447b0\` (1676 b)
0x008447b0	?	biztonsagi-mentes.md	40. 13.4 A `files.txt` BEOLVASÁSA — `PicasaRestore.exe`	1011	\`hf,1\n\` igen, mindkettő a \`0x008447b0\`-nál).
0x00844855	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	932	Megnyitás: \`0x00844855\` — \`utasítás 0x2000\` (8 KB puffer), \`utasítás 0xc7ebe4\` = **\`"w"\`**.
0x00844930	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	941	\| \`0x00844930\` \| \`# Created on %s by %s\` \| dátum, illetve az alkalmazás neve \|
0x0084493b	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	942	\| \`0x0084493b\` \| \`\n\` \| \|
0x00844946	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	943	\| \`0x00844946\` + \`0x00844951\` \| \`#\` + \`\n\` \| üres megjegyzéssor \|
0x00844951	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	943	\| \`0x00844946\` + \`0x00844951\` \| \`#\` + \`\n\` \| üres megjegyzéssor \|
0x00844974	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	944	\| \`0x00844974\` + \`0x00844982\` \| \`# version: %s\` + \`\n\` \| az alkalmazás verziója \|
0x00844982	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	944	\| \`0x00844974\` + \`0x00844982\` \| \`# version: %s\` + \`\n\` \| az alkalmazás verziója \|
0x008449ba	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	945	\| \`0x008449ba\` + \`0x008449c7\` \| \`# platform: %s %s\` + \`\n\` \| \`Windows\` + a verzió (\`0x00843af0\`; a tar…
0x008449c7	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	945	\| \`0x008449ba\` + \`0x008449c7\` \| \`# platform: %s %s\` + \`\n\` \| \`Windows\` + a verzió (\`0x00843af0\`; a tar…
0x008449d2	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	946	\| \`0x008449d2\`, \`0x008449dd\` \| \`\n\`, \`\n\` \| üres sorok a törzs előtt \|
0x008449dd	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	946	\| \`0x008449d2\`, \`0x008449dd\` \| \`\n\`, \`\n\` \| üres sorok a törzs előtt \|
0x00844a59	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	952	<útvonal> ← elem +0x08, formátum "%s\n" (0x00844a59)
0x00844aa3	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	953	<felirat> ← elem +0x0c, "%s\n" (0x00844aa3); üres felirat esetén puszta "\n" (0x00844ab3)
0x00844ab3	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	953	<felirat> ← elem +0x0c, "%s\n" (0x00844aa3); üres felirat esetén puszta "\n" (0x00844ab3)
0x00844b1e	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	958	\`0x00844b1e\`-nél hívott \`0x00a61e10\` a \`0x00d69518\` thunkon át
0x00844b66	?	biztonsagi-mentes.md	39. 13.3 A `files.txt` NYELVTANA — író: `0x008447b0` (1676 b)	954	ft,<c_lo>,<c_hi>,<m_lo>,<m_hi> ← "ft,%x,%x,%x,%x\n" (0x00844b66)
